"subject","item","ar","binding","group","binding_g","group_g"
"Non-Native 21",6,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 22",6,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 23",6,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 24",6,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 25",6,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 26",6,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 30",6,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 33",6,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 34",6,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 35",6,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 36",6,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 37",6,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 39",6,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 44",6,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 47",6,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 50",6,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 51",6,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 55",6,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 4",7,"0",-1,1,"Binding","Non-Native"
"Non-Native 5",7,"1",-1,1,"Binding","Non-Native"
"Non-Native 7",7,"1",-1,1,"Binding","Non-Native"
"Non-Native 13",7,"1",-1,1,"Binding","Non-Native"
"Non-Native 15",7,"1",-1,1,"Binding","Non-Native"
"Non-Native 16",7,"1",-1,1,"Binding","Non-Native"
"Non-Native 18",7,"0",-1,1,"Binding","Non-Native"
"Non-Native 19",7,"1",-1,1,"Binding","Non-Native"
"Non-Native 21",7,"1",-1,1,"Binding","Non-Native"
"Non-Native 22",7,"1",-1,1,"Binding","Non-Native"
"Non-Native 23",7,"1",-1,1,"Binding","Non-Native"
"Non-Native 24",7,"1",-1,1,"Binding","Non-Native"
"Non-Native 25",7,"0",-1,1,"Binding","Non-Native"
"Non-Native 26",7,"0",-1,1,"Binding","Non-Native"
"Non-Native 30",7,"1",-1,1,"Binding","Non-Native"
"Non-Native 33",7,"1",-1,1,"Binding","Non-Native"
"Non-Native 34",7,"1",-1,1,"Binding","Non-Native"
"Non-Native 35",7,"0",-1,1,"Binding","Non-Native"
"Non-Native 36",7,"1",-1,1,"Binding","Non-Native"
"Non-Native 37",7,"1",-1,1,"Binding","Non-Native"
"Non-Native 39",7,"1",-1,1,"Binding","Non-Native"
"Non-Native 44",7,"1",-1,1,"Binding","Non-Native"
"Non-Native 47",7,"1",-1,1,"Binding","Non-Native"
"Non-Native 50",7,"1",-1,1,"Binding","Non-Native"
"Non-Native 51",7,"1",-1,1,"Binding","Non-Native"
"Non-Native 55",7,"1",-1,1,"Binding","Non-Native"
"Non-Native 1",7,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 2",7,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 3",7,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 6",7,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 8",7,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 9",7,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 10",7,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 11",7,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 12",7,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 14",7,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 17",7,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 20",7,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 27",7,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 28",7,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 29",7,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 31",7,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 32",7,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 38",7,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 40",7,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 41",7,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 42",7,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 43",7,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 45",7,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 46",7,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 48",7,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 49",7,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 52",7,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 53",7,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 54",7,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 56",7,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 1",8,"1",-1,1,"Binding","Non-Native"
"Non-Native 2",8,"1",-1,1,"Binding","Non-Native"
"Non-Native 3",8,"1",-1,1,"Binding","Non-Native"
"Non-Native 6",8,"1",-1,1,"Binding","Non-Native"
"Non-Native 8",8,"0",-1,1,"Binding","Non-Native"
"Non-Native 9",8,"0",-1,1,"Binding","Non-Native"
"Non-Native 10",8,"0",-1,1,"Binding","Non-Native"
"Non-Native 11",8,"1",-1,1,"Binding","Non-Native"
"Non-Native 12",8,"1",-1,1,"Binding","Non-Native"
"Non-Native 14",8,"1",-1,1,"Binding","Non-Native"
"Non-Native 17",8,"0",-1,1,"Binding","Non-Native"
"Non-Native 20",8,"1",-1,1,"Binding","Non-Native"
"Non-Native 27",8,"1",-1,1,"Binding","Non-Native"
"Non-Native 28",8,"0",-1,1,"Binding","Non-Native"
"Non-Native 29",8,"1",-1,1,"Binding","Non-Native"
"Non-Native 31",8,"1",-1,1,"Binding","Non-Native"
"Non-Native 32",8,"1",-1,1,"Binding","Non-Native"
"Non-Native 38",8,"1",-1,1,"Binding","Non-Native"
"Non-Native 40",8,"1",-1,1,"Binding","Non-Native"
"Non-Native 41",8,"1",-1,1,"Binding","Non-Native"
"Non-Native 42",8,"1",-1,1,"Binding","Non-Native"
"Non-Native 43",8,"1",-1,1,"Binding","Non-Native"
"Non-Native 45",8,"1",-1,1,"Binding","Non-Native"
"Non-Native 46",8,"1",-1,1,"Binding","Non-Native"
"Non-Native 48",8,"1",-1,1,"Binding","Non-Native"
"Non-Native 49",8,"1",-1,1,"Binding","Non-Native"
"Non-Native 52",8,"1",-1,1,"Binding","Non-Native"
"Non-Native 53",8,"1",-1,1,"Binding","Non-Native"
"Non-Native 54",8,"1",-1,1,"Binding","Non-Native"
"Non-Native 56",8,"1",-1,1,"Binding","Non-Native"
"Non-Native 4",8,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 5",8,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 7",8,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 13",8,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 15",8,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 16",8,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 18",8,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 19",8,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 21",8,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 22",8,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 23",8,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 24",8,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 25",8,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 26",8,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 30",8,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 33",8,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 34",8,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 35",8,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 36",8,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 37",8,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 39",8,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 44",8,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 47",8,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 50",8,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 51",8,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 55",8,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 4",9,"1",-1,1,"Binding","Non-Native"
"Non-Native 5",9,"1",-1,1,"Binding","Non-Native"
"Non-Native 7",9,"1",-1,1,"Binding","Non-Native"
"Non-Native 13",9,"1",-1,1,"Binding","Non-Native"
"Non-Native 15",9,"1",-1,1,"Binding","Non-Native"
"Non-Native 16",9,"1",-1,1,"Binding","Non-Native"
"Non-Native 18",9,"1",-1,1,"Binding","Non-Native"
"Non-Native 19",9,"1",-1,1,"Binding","Non-Native"
"Non-Native 21",9,"1",-1,1,"Binding","Non-Native"
"Non-Native 22",9,"1",-1,1,"Binding","Non-Native"
"Non-Native 23",9,"0",-1,1,"Binding","Non-Native"
"Non-Native 24",9,"1",-1,1,"Binding","Non-Native"
"Non-Native 25",9,"1",-1,1,"Binding","Non-Native"
"Non-Native 26",9,"1",-1,1,"Binding","Non-Native"
"Non-Native 30",9,"0",-1,1,"Binding","Non-Native"
"Non-Native 33",9,"1",-1,1,"Binding","Non-Native"
"Non-Native 34",9,"1",-1,1,"Binding","Non-Native"
"Non-Native 35",9,"1",-1,1,"Binding","Non-Native"
"Non-Native 36",9,"1",-1,1,"Binding","Non-Native"
"Non-Native 37",9,"1",-1,1,"Binding","Non-Native"
"Non-Native 39",9,"1",-1,1,"Binding","Non-Native"
"Non-Native 44",9,"1",-1,1,"Binding","Non-Native"
"Non-Native 47",9,"0",-1,1,"Binding","Non-Native"
"Non-Native 50",9,"1",-1,1,"Binding","Non-Native"
"Non-Native 51",9,"0",-1,1,"Binding","Non-Native"
"Non-Native 55",9,"1",-1,1,"Binding","Non-Native"
"Non-Native 1",9,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 2",9,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 3",9,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 6",9,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 8",9,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 9",9,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 10",9,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 11",9,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 12",9,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 14",9,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 17",9,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 20",9,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 27",9,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 28",9,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 29",9,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 31",9,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 32",9,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 38",9,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 40",9,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 41",9,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 42",9,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 43",9,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 45",9,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 46",9,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 48",9,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 49",9,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 52",9,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 53",9,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 54",9,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 56",9,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 1",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 2",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 3",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 6",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 8",10,"0",-1,1,"Binding","Non-Native"
"Non-Native 9",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 10",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 11",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 12",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 14",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 17",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 20",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 27",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 28",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 29",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 31",10,"0",-1,1,"Binding","Non-Native"
"Non-Native 32",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 38",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 40",10,"0",-1,1,"Binding","Non-Native"
"Non-Native 41",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 42",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 43",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 45",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 46",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 48",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 49",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 52",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 53",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 54",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 56",10,"1",-1,1,"Binding","Non-Native"
"Non-Native 4",10,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 5",10,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 7",10,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 13",10,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 15",10,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 16",10,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 18",10,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 19",10,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 21",10,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 22",10,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 23",10,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 24",10,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 25",10,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 26",10,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 30",10,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 33",10,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 34",10,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 35",10,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 36",10,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 37",10,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 39",10,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 44",10,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 47",10,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 50",10,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 51",10,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 55",10,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 4",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 5",11,"0",-1,1,"Binding","Non-Native"
"Non-Native 7",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 13",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 15",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 16",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 18",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 19",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 21",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 22",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 23",11,"0",-1,1,"Binding","Non-Native"
"Non-Native 24",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 25",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 26",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 30",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 33",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 34",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 35",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 36",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 37",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 39",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 44",11,"0",-1,1,"Binding","Non-Native"
"Non-Native 47",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 50",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 51",11,"0",-1,1,"Binding","Non-Native"
"Non-Native 55",11,"1",-1,1,"Binding","Non-Native"
"Non-Native 1",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 2",11,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 3",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 6",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 8",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 9",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 10",11,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 11",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 12",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 14",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 17",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 20",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 27",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 28",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 29",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 31",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 32",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 38",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 40",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 41",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 42",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 43",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 45",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 46",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 48",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 49",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 52",11,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 53",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 54",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 56",11,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 1",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 2",12,"0",-1,1,"Binding","Non-Native"
"Non-Native 3",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 6",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 8",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 9",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 10",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 11",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 12",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 14",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 17",12,"0",-1,1,"Binding","Non-Native"
"Non-Native 20",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 27",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 28",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 29",12,"0",-1,1,"Binding","Non-Native"
"Non-Native 31",12,"0",-1,1,"Binding","Non-Native"
"Non-Native 32",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 38",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 40",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 41",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 42",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 43",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 45",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 46",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 48",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 49",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 52",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 53",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 54",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 56",12,"1",-1,1,"Binding","Non-Native"
"Non-Native 4",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 5",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 7",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 13",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 15",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 16",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 18",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 19",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 21",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 22",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 23",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 24",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 25",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 26",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 30",12,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 33",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 34",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 35",12,"0",1,1,"Non-Binding","Non-Native"
"Non-Native 36",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 37",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 39",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 44",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 47",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 50",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 51",12,"1",1,1,"Non-Binding","Non-Native"
"Non-Native 55",12,"1",1,1,"Non-Binding","Non-Native"
